Question,PlainTextAnswer,MLAI's ChatGPT Responses
Apply now,"{""queryResult"":{""intent"":{""displayName"":""""},""responseMessages"":[{""text"":{""text"":[""How can I help you?""]}},{""payload"":{""fields"":{""richContent"":[{""options"":[{""title"":""Open Account"",""content"":""Please select from the options below:"",""kind"":""chips"",""type"":""quick"",""options"":[{""title"":""Open Savings Account"",""content"":""2140522993"",""kind"":""chips"",""type"":""quick"",""options"":[],""backToMenu"":false,""articleId"":""2140522993""},{""title"":""Open Current Account"",""content"":""2214148803"",""kind"":""chips"",""type"":""quick"",""options"":[],""backToMenu"":false,""articleId"":""2214148803""}],""backToMenu"":false},{""title"":""Fixed Deposit/Recurring Deposit"",""content"":""Please select from the options below:"",""kind"":""chips"",""type"":""quick"",""options"":[{""title"":""Apply for Fixed Deposit"",""content"":""Apply for Fixed Deposit"",""kind"":""chips"",""type"":""quick"",""options"":[],""backToMenu"":false,""articleId"":"""",""voiceBanking"":true,""resetDFRetry"":true},{""title"":""Open Tax Savings FD"",""content"":""2166480893"",""kind"":""chips"",""type"":""quick"",""options"":[],""backToMenu"":false,""articleId"":""2166480893""},{""title"":""Open Money Multiplier FD"",""content"":""2396263983"",""kind"":""chips"",""type"":""quick"",""options"":[],""backToMenu"":false,""articleId"":""2396263983""},{""title"":""Open FD Monthly Income"",""content"":""2396263283"",""kind"":""chips"",""type"":""quick"",""options"":[],""backToMenu"":false,""articleId"":""2396263283""},{""title"":""Apply for FD credit card "",""content"":""2140142123"",""kind"":""chips"",""type"":""quick"",""options"":[],""backToMenu"":false,""articleId"":""2140142123""},{""title"":""Open RD"",""content"":""2140136443"",""kind"":""chips"",""type"":""quick"",""options"":[],""backToMenu"":false,""articleId"":""2140136443""},{""title"":""Create iWish- Goal based savings"",""content"":""2140137413"",""kind"":""chips"",""type"":""quick"",""options"":[],""backToMenu"":false,""articleId"":""2140137413""}],""backToMenu"":false},{""title"":""Credit/ Debit Cards"",""content"":""Please select from the options below:"",""kind"":""chips"",""type"":""quick"",""options"":[{""title"":""Apply for Credit Card"",""content"":""2162732803"",""kind"":""chips"",""type"":""quick"",""options"":[],""backToMenu"":false,""articleId"":""2162732803""},{""title"":""Apply for Credit Card upgrade"",""content"":""2140141913"",""kind"":""chips"",""type"":""quick"",""options"":[],""backToMenu"":false,""articleId"":""2140141913""},{""title"":""Apply for Personal Loan on Credit Card"",""content"":""2140125563"",""kind"":""chips"",""type"":""quick"",""options"":[],""backToMenu"":false,""articleId"":""2140125563""},{""title"":""Apply for FD credit card"",""content"":""2140142123"",""kind"":""chips"",""type"":""quick"",""options"":[],""backToMenu"":false,""articleId"":""2140142123""},{""title"":""Apply for Loan within credit card limit"",""content"":""2396266383"",""kind"":""chips"",""type"":""quick"",""options"":[],""backToMenu"":false,""articleId"":""2396266383""},{""title"":""Apply for Expressions Credit Card"",""content"":""2140139763"",""kind"":""chips"",""type"":""quick"",""options"":[],""backToMenu"":false,""articleId"":""2140139763""},{""title"":""Apply for Debit Card Upgrade"",""content"":""Please select the type of card you want to upgrade:"",""kind"":""chips"",""type"":""quick"",""options"":[{""title"":""Expressions debit card"",""content"":""2140104323"",""kind"":""chips"",""type"":""quick"",""options"":[],""backToMenu"":false,""articleId"":""2140104323""},{""title"":""Gemstone debit card"",""content"":""2194055933"",""kind"":""chips"",""type"":""quick"",""options"":[],""backToMenu"":false,""articleId"":""2194055933""}],""backToMenu"":false}],""backToMenu"":false},{""title"":""Loans"",""content"":""Please select from the options below:"",""kind"":""chips"",""type"":""quick"",""options"":[{""title"":""Personal Loan"",""content"":""Please select from the options below:"",""kind"":""chips"",""type"":""quick"",""options"":[{""title"":""Apply for Personal Loan"",""content"":""2140125653"",""kind"":""chips"",""type"":""quick"",""options"":[],""backToMenu"":false,""articleId"":""2140125653"",""voiceBanking"":true,""resetDFRetry"":true},{""title"":""Apply for Personal Loan on Credit Card"",""content"":""2140125563"",""kind"":""chips"",""type"":""quick"",""options"":[],""backToMenu"":false,""articleId"":""2140125563""}],""backToMenu"":false},{""title"":""Home Loan"",""content"":""Please select from the options below:"",""kind"":""chips"",""type"":""quick"",""options"":[{""title"":""Apply for New Home Loan"",""content"":""2140125623"",""kind"":""chips"",""type"":""quick"",""options"":[],""backToMenu"":false,""articleId"":""2140125623""},{""title"":""Loan against property"",""content"":""2396268173"",""kind"":""chips"",""type"":""quick"",""options"":[],""backToMenu"":false,""articleId"":""2396268173""},{""title"":""Home loan balance transfer"",""content"":""2396268463"",""kind"":""chips"",""type"":""quick"",""options"":[],""backToMenu"":false,""articleId"":""2396268463""},{""title"":""Apply for Pradhan Mantri Awas Yojana"",""content"":""2140127923"",""kind"":""chips"",""type"":""quick"",""options"":[],""backToMenu"":false,""articleId"":""2140127923""},{""title"":""Home loan Top-Up"",""content"":""2396268923"",""kind"":""chips"",""type"":""quick"",""options"":[],""backToMenu"":false,""articleId"":""2396268923""}],""backToMenu"":false},{""title"":""Auto Loan"",""content"":""Please select from the options below:"",""kind"":""chips"",""type"":""quick"",""options"":[{""title"":""Apply for New Car Loan"",""content"":""2140125593"",""kind"":""chips"",""type"":""quick"",""options"":[],""backToMenu"":false,""articleId"":""2140125593""},{""title"":""Apply for Two-wheeler loan"",""content"":""2140125533"",""kind"":""chips"",""type"":""quick"",""options"":[],""backToMenu"":false,""articleId"":""2140125533""}],""backToMenu"":false},{""title"":""Education loan"",""content"":""2157835423"",""kind"":""chips"",""type"":""quick"",""options"":[],""backToMenu"":false,""articleId"":""2157835423""},{""title"":""Gold Loan"",""content"":""2182100813"",""kind"":""chips"",""type"":""quick"",""options"":[],""backToMenu"":false,""articleId"":""2182100813""},{""title"":""Loan within credit card limit"",""content"":""2396266383"",""kind"":""chips"",""type"":""quick"",""options"":[],""backToMenu"":false,""articleId"":""2396266383""}],""backToMenu"":false},{""title"":""Government Schemes"",""content"":""Please select from the options below:"",""kind"":""chips"",""type"":""quick"",""options"":[{""title"":""Enroll for NPS"",""content"":""2169654413"",""kind"":""chips"",""type"":""quick"",""options"":[],""backToMenu"":false,""articleId"":""2169654413""},{""title"":""Open PPF Account"",""content"":""2140126233"",""kind"":""chips"",""type"":""quick"",""options"":[],""backToMenu"":false,""articleId"":""2140126233""},{""title"":""Apply for Sukanya Samriddhi Yojana"",""content"":""2140121463"",""kind"":""chips"",""type"":""quick"",""options"":[],""backToMenu"":false,""articleId"":""2140121463""},{""title"":""Apply for Atal Pension Yojana"",""content"":""2140126983"",""kind"":""chips"",""type"":""quick"",""options"":[],""backToMenu"":false,""articleId"":""2140126983""},{""title"":""Apply for Pradhan Mantri Awas Yojana"",""content"":""2140127923"",""kind"":""chips"",""type"":""quick"",""options"":[],""backToMenu"":false,""articleId"":""2140127923""},{""title"":""Apply for Pradhan Mantri Suraksha Bima Yojana"",""content"":""2140127443"",""kind"":""chips"",""type"":""quick"",""options"":[],""backToMenu"":false,""articleId"":""2140127443""}],""backToMenu"":false},{""title"":""Others"",""content"":""Please select from the options below:"",""kind"":""chips"",""type"":""quick"",""options"":[{""title"":""Open Demat account"",""content"":""2374847703"",""kind"":""chips"",""type"":""quick"",""options"":[],""backToMenu"":false,""articleId"":""2374847703""},{""title"":""Open PayLater account"",""content"":""2140122443"",""kind"":""chips"",""type"":""quick"",""options"":[],""backToMenu"":false,""articleId"":""2140122443""},{""title"":""Open Pockets account"",""content"":""2396260543"",""kind"":""chips"",""type"":""quick"",""options"":[],""backToMenu"":false,""articleId"":""2396260543""},{""title"":""Apply for Cards"",""content"":""Please select from the options below:"",""kind"":""chips"",""type"":""quick"",""options"":[{""title"":""Apply for Forex/ Travel Card"",""content"":""2140149013"",""kind"":""chips"",""type"":""quick"",""options"":[],""backToMenu"":false,""articleId"":""2140149013""},{""title"":""Apply for Expressions gift card"",""content"":""2180511723"",""kind"":""chips"",""type"":""quick"",""options"":[],""backToMenu"":false,""articleId"":""2180511723""}],""backToMenu"":false},{""title"":""Insurance"",""content"":""Please select from the options below:"",""kind"":""chips"",""type"":""quick"",""options"":[{""title"":""Life Insurance"",""content"":""2140129343"",""kind"":""chips"",""type"":""quick"",""options"":[],""backToMenu"":false,""articleId"":""2140129343""},{""title"":""Cancer Cover"",""content"":""2396354633"",""kind"":""chips"",""type"":""quick"",""options"":[],""backToMenu"":false,""articleId"":""2396354633""},{""title"":""Pradhan Mantri Jeevan jyothi bima yojana"",""content"":""2140127773"",""kind"":""chips"",""type"":""quick"",""options"":[],""backToMenu"":false,""articleId"":""2140127773""},{""title"":""Health Insurance"",""content"":""2427634273"",""kind"":""chips"",""type"":""quick"",""options"":[],""backToMenu"":false,""articleId"":""2427634273""},{""title"":""Vehicle Insurance"",""content"":""2396355613"",""kind"":""chips"",""type"":""quick"",""options"":[],""backToMenu"":false,""articleId"":""2396355613""},{""title"":""Travel Insurance"",""content"":""2140130293"",""kind"":""chips"",""type"":""quick"",""options"":[],""backToMenu"":false,""articleId"":""2140130293""},{""title"":""Guaranteed pension plan(GPP)"",""content"":""2392871753"",""kind"":""chips"",""type"":""quick"",""options"":[],""backToMenu"":false,""articleId"":""2392871753""}],""backToMenu"":false},{""title"":""Buy FASTag"",""content"":""2140134193"",""kind"":""chips"",""type"":""quick"",""options"":[],""backToMenu"":false,""articleId"":""2140134193""},{""title"":""Overdraft(OD)"",""content"":""Please select from the options below:"",""kind"":""chips"",""type"":""quick"",""options"":[{""title"":""OD against FD"",""content"":""2181954863"",""kind"":""chips"",""type"":""quick"",""options"":[],""backToMenu"":false,""articleId"":""2181954863""},{""title"":""Salary OD"",""content"":""2396352653"",""kind"":""chips"",""type"":""quick"",""options"":[],""backToMenu"":false,""articleId"":""2396352653""}],""backToMenu"":false}],""backToMenu"":false}],""title"":"""",""subtitle"":"""",""content"":"""",""type"":""persistent"",""kind"":""multilevel-suggestions""}]}}}]}}",
How can I pre-pay my Personal Loan ?,"To pre-pay your Personal Loan Account, you may visit the nearest Asset Servicing Branch. To locate the nearest Asset Servicing Branch, please click here https://www.icicibank.com/find-atm-branch.page .",
What would be my EMI start date or repayment date?,"If the loan gets disbursed on the below dates the EMI start dates is marked against them: 1 to 10th  of any Month - 5th of Next Month11th to 15th of any month	- 10th of Next Month16th to 31st of any month	- 5th of the next to next monthThe loan Start date would be the loan disbursement date and loan End date would be the last EMI date. Post disbursement you will get a detailed statement on your registered mail ID with entire EMI schedule table with EMI dates for your reference.",
How can I prepay my Personal Loan as I am unable to visit branch?,"In case you are unable to visit our branch for prepayment of your loan, you can send your representative along with an authority letter duly signed by the loan applicant, for payment. The co-applicant or third party visiting the branch for closing the loan needs to carry the documents mentioned below:Main applicant Identification proof (Driving License or Passport or Voters card or PAN Card)Authorisation letter from main applicant.",
How do I get the foreclosure statement of my personal loan account on my communication address?,You can make a request for a hard copy of statement for your personal loan account through the following channels:Customer Care:You may call our Customer Care between 7:00 a.m. and 9:00 p.m. from your registered mobile number. ICICI Bank Branch:Please visit the nearest ICICI Bank Asset Servicing Branch along with your valid ID proof.,
What are the tax benefits of tax Saver FDs?,"The amount invested in a tax­ saver fixed deposit is eligible for tax exemption under Section 80C. This amount can be a maximum of ₹1.5 lakh a year. In case of joint holders, the tax benefit is available to only the first holder.",
What are the documents required for Personal Loan?,The Pre-approved personal loan does not require any documents to be submitted.,
How to know my Personal Loan Account number ?,After the personal loan disbursement you can check your loan details on iMobile pay loan section from home page or from internet banking go to cards and loan and click on loans. You can also search your mailbox for mails received from personalloans@icicibank.com,
How can I change my address in Personal loan?,Address change request will be serviced from ICICI bank Loan branches. Please carry your address proof and identification proof at the nearest ICICI Loan branch to get the address updated in your Personal Loan account.,
What is FDR?,FDR stands for Fixed Deposit Receipt.,
What is the process to get the statement of accounts of my Personal loan account on my communication address?,You can make a request for a hard copy of statement for your personal loan account through the following channels:Customer Care:You may call our Customer Care from your registered mobile number.ICICI Bank branch:Please visit the nearest ICICI Bank Asset Servicing Branch along with your valid ID proof. You may look for the nearest ICICI Bank Asset Servicing Branch along with your valid ID proof.,
How to increase Personal Loan tenure?,We are sorry to inform you that there is no facility to increase Personal Loan tenure.,
What are the service charges applicable for Personal Loan?,"- Personal Loans can be foreclosed any time after the payment of the 1st EMI and the applicable charges are 3% + plus applicable taxes.- Pre-closure statements are available over the counter at all Asset Servicing Branches- NIL Pre-closure charges, if 12 EMIs are Paid.- Facility of part pre-payment is not available.G69",
How can I reduce the EMI ?,The easiest way to reduce EMI for same loan amount would be by increasing the tenure. If you increase the tenure till the permissible limit your EMI value would be less.,
Can I preclose my Personal Loan online ?,"To pre-close your Personal Loan Account, you may visit the nearest Asset Servicing Branch.",
Are there any charges for cancellation of personal loan?,You can cancel your personal loan but there would be a penalty of  3000 Rupees plus applicable taxes,
How do I make a part payment of my Personal Loan Account?,"To make a part payment for your Personal Loan Account, you may call our Customer Care between 7:00 a.m. and 9:00 p.m. from your registered mobile number or visit the nearest Asset Servicing Branch.",
How to know the interest rate for Personal Loan ?,We would show you the interest rates while selecting the tenure of the personal loan. Personal Loan interest rates are applied basis the defined pricing matrix followed and standardised by the bank as per customer’s profile. Personal Loan rates vary from 10.75% to 19% per annum.,
What happens to the Fixed Deposit if I'm unable to pay the credit card dues ?,"If the credit card payment is not paid for 60 days past due date or if the credit card outstanding becomes more than 95% of the FD amount, the FD is liquidated.",
Do you offer Top-up on existing Personal Loans?,We offer Top-up facility if you have paid 6 Equated Monthly Instalments (EMIs) on the existing Personal Loan.  Visit the nearest ICICI bank for more details.,
How much time is required for Personal Loan approval ?,"If you have an Insta Personal Loan eligibility, it will be disbursed within 3 seconds after filling the online application.",
Can I close the credit card and have the fixed deposit account active?,"You may cancel only the credit card account and can have the FD account active. For cancellation of credit card, complete amount due on card needs to be paid off.",
Where can I see my repayment schdule?,Post disbursement you will get a detailed statement with entire schedule table with EMI amounts and EMi dates for your reference.,
How do I get the foreclosure statement of my personal loan account on my e-mail ID?,"You can make a request for foreclosure/ preclosure statement for your personal loan account through Internet Banking: Login to www.icicibank.com with user ID and password > Navigate to Customer Service > Go to Service Requests > Loans > Personal Loan related > Request for Foreclosure Statement. Alternatively To get foreclosure statement of personal loan, please visit the nearest Asset Servicing Branch.",
How do I repay the Personal loan?,"You can repay the loan in Equated Monthly Instalments (EMIs). If you have an ICICI Bank Account, you can mandate us to directly debit the same through auto debit mandate or if you have an alternate bank account, then through NACH mandate.",
Can I get a Personal Loan for business purpose?,"Yes. We offer Personal Loan for business purpose, to self-employed individuals as well. To apply for Business Loan, please visit the nearest ICICI Bank branch along with your valid ID proof.",
What is reinvestment or cumulative Fixed Deposit?,"In reinvestment or cumulative FD, interest is compounded quarterly and reinvested with the principal amount. Maturity of these fixed deposits ranges from 6 months to 10 years.",
Can I redeem my tax saver FD before the original term?,"No. As per Government notification, no premature withdrawal is allowed for the Tax-Saver FD (u/s 80C FD).",
How do I close my Personal Loan Account?,"You can prepay or foreclose your Personal Loan after the payment of at least one EMI. However, charges (and taxes) will be applicable for foreclosing a personal loan. To close your Personal Loan – Visit your nearest Asset Servicing Branch, along with your original valid ID Proof & cheque book.",
How do I get the welcome letter for my Personal Loan?,"To get the welcome letter for your Personal Loan, we request you to call our Customer Care between 7:00 a.m. and 9:00 p.m. from your registered mobile number.",
How can I get least interest rate on the personal loan?,"The personal loan interest rates majorly depends on the loan amount, higher the loan amount lower is the interest rate.",
